,RedFighter,BlueFighter,WeightClass,Gender,NumberOfRounds,RedAge,RedHeightCms,RedReachCms,RedWeightLbs,RedStance,RedWins,RedWinsBySubmission,RedCurrentWinStreak,RedLosses,RedCurrentLoseStreak,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedTotalRoundsFought,BlueAge,BlueHeightCms,BlueReachCms,BlueWeightLbs,BlueStance,BlueWins,BlueWinsBySubmission,BlueCurrentWinStreak,BlueLosses,BlueCurrentLoseStreak,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueTotalRoundsFought,Result,RedWinsByDecision,RedWinsByKO/TKO,BlueWinsByDecision,BlueWinsByKO/TKO
459,Bolaji Oki,Timmy Cuamba,3,1,1,28,177.8,185.42,155,1.0,1,0,1,0,0,5.18,0.43,0.0,0.84,1.0,1,25,175.26,180.34,145,1.0,1,0,1,0,0,3.0,0.4,0.0,1.0,0.27,3,0,0,1,1,0
460,Loma Lookboonmee,Bruna Brasil,0,0,1,28,154.94,154.94,115,1.0,5,1,2,2,0,4.1,0.57,0.1,1.9,0.5,20,30,167.64,165.1,115,1.0,2,0,1,1,0,2.94,0.61,0.0,1.93,0.72,7,0,4,0,1,1
461,Devin Clark,Marcin Prachnio,6,1,1,33,182.88,190.5,205,1.0,8,0,0,8,1,3.03,0.54,0.1,2.17,0.32,39,35,190.5,187.96,205,1.0,3,0,0,5,1,5.57,0.54,0.0,0.15,0.2,17,1,7,1,2,1
462,Max Griffin,Jeremiah Wells,4,1,1,38,180.34,193.04,170,1.0,7,0,0,8,1,3.92,0.49,0.3,1.45,0.41,41,37,175.26,187.96,170,1.0,4,1,0,1,1,2.41,0.43,0.8,3.08,0.44,10,0,4,3,1,2
463,Zac Pauga,Bogdan Guskov,6,1,1,35,187.96,193.04,205,1.0,1,0,0,2,1,4.46,0.62,0.0,0.38,0.07,8,31,190.5,193.04,205,1.0,0,0,0,1,1,3.13,0.48,0.0,0.0,0.0,1,1,1,0,0,0
464,Fernie Garcia,Hyder Amil,2,1,1,31,170.18,170.18,135,1.0,1,0,0,3,3,2.04,0.34,0.6,0.28,0.5,10,33,175.26,177.8,145,1.0,1,0,1,0,0,6.31,0.57,1.9,0.64,0.33,3,1,0,1,1,0
465,Roman Dolidze,Nassourdine Imavov,5,1,0,35,187.96,193.04,185,1.0,6,0,0,2,1,3.13,0.42,1.1,1.26,0.4,17,28,190.5,190.5,185,1.0,4,0,0,2,1,4.58,0.55,1.3,0.98,0.36,20,1,2,4,2,2
466,Renato Moicano,Drew Dober,3,1,1,34,180.34,182.88,155,1.0,9,6,1,5,0,4.38,0.48,0.6,1.89,0.45,30,35,172.72,177.8,155,0.0,14,1,1,8,0,4.39,0.4,0.1,0.67,0.17,44,0,3,0,3,10
467,Randy Brown,Muslim Salikhov,4,1,1,33,190.5,198.12,170,1.0,11,3,1,5,0,4.38,0.47,0.6,0.72,0.39,39,39,180.34,177.8,170,1.0,6,0,0,3,1,3.32,0.49,0.0,1.12,0.33,22,0,6,2,3,3
468,Viviane Araujo,Natalia Silva,0,0,1,37,162.56,172.72,125,1.0,6,0,1,4,0,4.11,0.47,0.6,1.76,0.4,32,27,162.56,165.1,125,0.0,4,0,4,0,0,4.53,0.44,0.0,0.5,0.28,10,1,5,1,2,2
469,Gilbert Urbina,Charles Radtke,4,1,1,27,190.5,190.5,170,1.0,1,0,1,1,0,5.61,0.57,0.8,3.01,0.44,4,33,175.26,182.88,170,1.0,1,0,1,0,0,3.22,0.52,0.0,0.61,0.12,3,1,0,1,1,0
470,Molly McCann,Diana Belbita,0,0,1,33,162.56,157.48,115,1.0,6,0,0,5,2,5.39,0.49,0.5,1.84,0.36,26,27,170.18,172.72,115,1.0,2,0,0,4,1,6.54,0.42,0.0,0.91,0.62,16,0,4,2,2,0
471,Azat Maksum,Charles Johnson,0,1,1,29,170.18,177.8,125,0.0,1,0,1,0,0,2.8,0.23,0.5,2.0,0.22,3,33,175.26,177.8,125,1.0,2,0,0,4,3,4.83,0.51,0.5,0.38,0.2,16,1,1,0,1,1
472,Themba Gorimbo,Pete Rodriguez,4,1,1,33,185.42,195.58,170,1.0,1,0,1,1,0,2.53,0.69,0.0,4.04,0.58,5,27,175.26,180.34,170,1.0,1,0,1,1,0,9.28,0.43,0.0,0.0,0.0,2,0,1,0,0,1
473,JeongYeong Lee,Blake Bilder,2,1,1,28,177.8,185.42,145,1.0,3,1,3,0,0,2.84,0.52,0.5,0.93,0.66,5,33,172.72,172.72,145,1.0,2,1,0,1,1,3.81,0.48,0.6,0.31,0.07,7,0,1,1,1,0
474,Luana Carolina,Julija Stoliarenko,0,0,1,30,167.64,175.26,125,1.0,5,0,1,3,0,4.81,0.5,0.6,0.34,0.37,22,30,170.18,167.64,125,1.0,2,2,1,5,0,2.49,0.39,1.7,0.93,0.27,15,0,5,0,0,0
475,Landon Quinones,MarQuel Mederos,3,1,1,28,175.26,177.8,155,0.0,0,0,0,1,1,6.77,0.4,0.0,0.5,0.33,3,27,177.8,175.26,155,1.0,1,0,1,0,0,4.39,0.45,0.0,0.0,0.0,1,1,0,0,0,1
476,Thomas Petersen,Jamal Pogues,7,1,1,28,185.42,187.96,264,0.0,1,1,1,0,0,4.32,0.61,0.4,2.49,0.42,2,28,190.5,195.58,205,1.0,3,0,0,1,1,3.36,0.44,0.0,2.4,0.48,12,1,0,0,3,0
477,Sean Strickland,Dricus Du Plessis,5,1,0,32,185.42,193.04,185,1.0,15,1,3,5,0,6.01,0.42,0.2,0.78,0.64,61,30,185.42,193.04,185,1.0,6,1,6,0,0,6.18,0.49,0.9,3.04,0.5,13,1,10,4,1,4
478,Raquel Pennington,Mayra Bueno Silva,1,0,0,35,170.18,170.18,135,1.0,12,3,5,5,0,4.14,0.52,0.7,0.9,0.27,49,32,167.64,167.64,135,1.0,6,5,3,2,0,4.01,0.59,1.5,0.64,0.29,20,0,9,0,1,0
479,Neil Magny,Mike Malott,4,1,1,36,190.5,203.2,170,1.0,21,2,0,10,1,3.44,0.46,0.2,2.15,0.4,84,32,185.42,185.42,170,1.0,4,3,4,0,0,3.83,0.46,1.0,3.04,0.6,5,0,14,5,0,1
480,Chris Curtis,Marc-Andre Barriault,5,1,1,36,177.8,190.5,185,1.0,5,0,0,2,1,5.76,0.51,0.0,0.0,0.0,19,33,185.42,187.96,185,1.0,5,1,2,5,0,6.12,0.47,0.1,0.21,0.25,27,0,1,4,2,2
481,Arnold Allen,Movsar Evloev,2,1,1,29,172.72,177.8,145,0.0,10,2,0,1,1,3.45,0.41,0.3,0.93,0.47,32,29,170.18,182.88,145,1.0,7,0,7,0,0,4.43,0.48,0.2,4.75,0.46,21,1,6,2,7,0
482,Brad Katona,Garrett Armfield,1,1,1,32,167.64,162.56,135,1.0,3,0,1,2,0,4.69,0.51,0.0,1.71,0.33,15,27,167.64,177.8,135,1.0,1,0,1,1,0,5.59,0.55,0.4,0.0,0.0,3,1,3,0,0,1
483,Charles Jourdain,Sean Woodson,2,1,1,28,175.26,175.26,145,1.0,6,2,2,5,0,5.48,0.48,0.5,0.35,0.23,31,31,187.96,198.12,145,1.0,5,0,3,1,0,5.58,0.46,0.4,0.66,0.62,18,1,2,2,3,2
484,Serhiy Sidey,Ramon Taveras,1,1,1,27,180.34,182.88,135,1.0,1,0,1,0,0,5.16,0.35,0.0,0.0,0.0,1,30,172.72,177.8,135,0.0,1,0,1,1,0,4.63,0.45,0.0,0.0,0.0,2,1,0,1,0,1
485,Gillian Robertson,Polyana Viana,0,0,1,28,165.1,160.02,115,1.0,9,7,0,6,1,2.83,0.48,1.1,2.48,0.42,32,31,165.1,170.18,115,1.0,4,3,0,5,1,2.99,0.4,1.9,0.82,0.33,16,0,1,1,0,1
486,Yohan Lainesse,Sam Patterson,4,1,1,31,185.42,193.04,170,1.0,2,0,0,2,1,2.22,0.41,0.5,0.94,0.28,7,27,190.5,198.12,170,1.0,1,1,0,1,1,2.66,0.37,3.9,1.94,1.0,3,1,1,1,0,0
487,Jasmine Jasudavicius,Priscila Cachoeira,1,0,1,34,170.18,172.72,125,1.0,4,0,0,2,1,3.79,0.45,0.5,2.39,0.41,18,35,170.18,165.1,125,1.0,4,0,0,5,1,3.76,0.44,0.0,0.15,0.33,19,0,4,0,1,3
488,Malcolm Gordon,Jimmy Flick,0,1,1,33,170.18,180.34,125,1.0,2,0,0,4,2,2.5,0.45,1.0,1.72,0.35,10,33,170.18,172.72,125,1.0,2,2,0,2,2,1.94,0.5,4.3,1.55,0.21,7,1,1,1,0,0
489,Magomed Ankalaev,Johnny Walker,6,1,0,31,190.5,190.5,205,1.0,9,0,9,1,0,3.64,0.53,0.0,1.02,0.31,31,31,198.12,208.28,205,1.0,8,1,3,4,0,3.87,0.53,0.9,0.45,1.0,23,0,4,5,2,5
490,Jim Miller,Gabriel Benitez,3,1,1,40,172.72,180.34,155,0.0,25,11,1,16,0,2.99,0.42,1.7,1.53,0.44,93,35,172.72,180.34,155,0.0,7,2,1,6,0,5.26,0.41,0.9,0.22,0.5,26,0,8,6,2,3
491,Ricky Simon,Mario Bautista,1,1,1,31,167.64,175.26,135,1.0,9,3,0,3,1,2.99,0.43,0.3,5.2,0.44,33,30,175.26,175.26,135,1.0,7,3,5,2,0,5.69,0.48,1.0,2.25,0.44,17,1,5,1,3,1
492,Phil Hawes,Brunno Ferreira,5,1,1,35,182.88,195.58,185,1.0,5,0,0,4,2,5.33,0.59,0.2,2.11,0.34,15,31,177.8,182.88,185,1.0,2,0,0,1,1,4.99,0.54,0.0,0.89,0.16,3,1,2,3,0,2
493,Andrei Arlovski,Waldo Cortes-Acosta,7,1,1,44,190.5,195.58,240,1.0,25,2,0,20,2,3.82,0.45,0.2,0.37,0.35,100,32,193.04,198.12,260,1.0,4,0,1,1,0,5.64,0.48,0.2,0.55,0.6,11,1,12,11,2,2
494,Matthew Semelsberger,Preston Parsons,4,1,1,31,185.42,190.5,170,1.0,5,0,0,4,2,3.78,0.43,0.4,1.02,0.57,23,28,180.34,180.34,170,1.0,1,0,0,2,1,3.5,0.51,2.4,3.53,0.36,7,1,3,2,1,0
495,Marcus McGhee,Gaston Bolanos,1,1,1,33,172.72,175.26,135,1.0,2,1,2,0,0,5.43,0.51,0.8,0.84,0.33,3,31,170.18,175.26,135,1.0,1,0,1,0,0,3.88,0.43,0.0,0.0,0.0,3,0,0,1,1,0
496,Farid Basharat,Taylor Lapilus,1,1,1,26,172.72,180.34,135,1.0,3,1,3,0,0,4.47,0.58,0.6,3.96,0.41,7,31,167.64,185.42,135,0.0,4,0,2,1,0,4.33,0.48,0.3,0.31,0.4,14,0,2,0,3,1
497,Westin Wilson,Jean Silva,2,1,1,34,185.42,185.42,145,0.0,0,0,0,1,1,1.68,0.33,8.4,1.68,0.16,1,27,170.18,175.26,145,1.0,1,0,1,0,0,5.37,0.52,0.0,0.81,0.5,3,1,0,0,1,0
498,Nikolas Motta,Tom Nolan,3,1,1,30,175.26,177.8,155,1.0,2,0,0,2,1,3.08,0.33,0.0,0.0,0.0,10,23,190.5,185.42,155,0.0,1,0,1,0,0,6.68,0.5,0.7,0.0,0.0,1,0,1,1,0,1
499,Joshua Van,Felipe Bunes,0,1,1,22,165.1,165.1,125,1.0,2,0,2,0,0,8.55,0.52,0.0,1.2,0.5,6,34,170.18,175.26,125,1.0,0,0,0,0,0,5.25,0.54,0.0,3.15,0.33,0,0,2,0,0,0
500,Leon Edwards,Colby Covington,4,1,0,32,187.96,187.96,170,0.0,13,1,11,2,0,2.68,0.53,0.4,1.25,0.36,55,35,180.34,182.88,170,1.0,12,2,1,3,0,3.88,0.38,0.2,3.79,0.44,53,0,9,3,7,3
501,Alexandre Pantoja,Brandon Royval,0,1,0,33,165.1,170.18,125,1.0,10,4,4,3,0,4.41,0.49,0.8,2.61,0.47,32,31,175.26,172.72,125,0.0,5,3,3,2,0,4.33,0.36,1.1,0.47,0.6,12,0,4,2,1,1
502,Shavkat Rakhmonov,Stephen Thompson,4,1,1,29,185.42,195.58,170,1.0,5,4,5,0,0,4.12,0.61,1.8,1.49,0.29,9,40,182.88,190.5,170,1.0,12,0,1,6,0,4.11,0.46,0.0,0.26,0.41,58,0,0,1,6,6
503,Tony Ferguson,Paddy Pimblett,3,1,1,39,180.34,193.04,170,1.0,15,6,0,7,6,4.91,0.45,0.9,0.39,0.35,55,28,177.8,185.42,155,1.0,4,2,4,0,0,4.94,0.53,2.1,0.91,0.25,7,1,4,5,1,1
504,Josh Emmett,Bryce Mitchell,2,1,1,38,167.64,177.8,145,1.0,9,0,0,4,2,4.04,0.36,0.1,0.91,0.37,37,29,177.8,177.8,145,0.0,7,1,1,1,0,2.3,0.58,1.6,3.45,0.41,21,0,6,3,6,0
505,Alonzo Menifield,Dustin Jacoby,6,1,1,36,182.88,193.04,205,1.0,9,2,3,3,0,3.77,0.54,0.2,0.63,0.33,23,35,190.5,193.04,205,1.0,8,0,1,4,0,5.5,0.47,0.0,0.36,0.25,31,0,1,6,4,4
506,Irene Aldana,Karol Rosa,1,0,1,35,175.26,172.72,135,1.0,7,1,0,5,1,5.24,0.4,0.2,0.16,0.5,36,28,165.1,170.18,135,1.0,6,0,1,2,0,6.49,0.56,0.0,1.2,0.46,24,0,3,3,6,0
507,Cody Garbrandt,Brian Kelleher,1,1,1,32,172.72,165.1,135,1.0,8,0,1,5,0,2.98,0.4,0.0,1.03,0.34,29,37,167.64,167.64,135,1.0,8,3,0,7,2,3.31,0.41,0.7,1.68,0.41,30,0,3,5,3,2
508,Casey O'Neill,Ariane da Silva,0,0,1,26,167.64,175.26,125,1.0,4,1,0,1,1,7.89,0.52,0.7,1.45,0.34,13,29,167.64,170.18,125,1.0,5,1,2,5,0,4.1,0.41,0.3,0.56,0.55,24,1,1,2,4,0
509,Tagir Ulanbekov,Cody Durden,0,1,1,32,170.18,177.8,125,0.0,3,1,1,1,0,3.22,0.45,2.1,3.71,0.46,10,32,170.18,170.18,125,0.0,5,0,4,2,0,3.19,0.5,0.8,4.6,0.5,18,0,2,0,4,1
510,Andre Fili,Lucas Almeida,2,1,1,33,180.34,187.96,145,1.0,10,0,0,9,1,3.88,0.37,0.2,2.15,0.43,49,32,180.34,180.34,145,1.0,1,0,0,2,1,4.94,0.43,0.0,0.0,0.0,8,0,7,3,0,1
511,Martin Buday,Shamil Gaziev,7,1,1,32,193.04,195.58,265,1.0,5,1,5,0,0,4.84,0.53,0.2,0.21,0.25,11,33,193.04,198.12,265,1.0,1,1,1,0,0,2.43,0.49,0.3,1.03,0.3,1,1,3,1,0,0
512,Song Yadong,Chris Gutierrez,1,1,0,26,172.72,170.18,135,1.0,9,1,1,2,0,4.49,0.43,0.2,0.66,0.4,31,32,175.26,170.18,135,1.0,8,0,1,2,0,4.72,0.59,0.1,0.26,0.3,28,0,3,5,5,3
513,Anthony Smith,Khalil Rountree Jr.,6,1,1,35,193.04,193.04,205,1.0,14,5,1,10,0,3.24,0.49,0.6,0.46,0.26,56,33,185.42,193.04,205,0.0,8,0,4,5,0,3.84,0.39,0.1,0.0,0.0,26,1,2,7,2,6
514,Nasrat Haqparast,Jamie Mullarkey,3,1,1,28,177.8,182.88,155,0.0,7,0,2,4,0,6.15,0.44,0.0,0.28,0.2,30,29,182.88,187.96,155,1.0,5,0,1,4,0,4.39,0.46,0.1,2.31,0.34,22,0,6,1,3,2
515,Tim Elliott,Sumudaerji,1,1,1,36,170.18,167.64,125,0.0,8,1,0,11,1,3.39,0.44,1.0,3.73,0.47,51,27,172.72,182.88,125,0.0,3,0,0,2,1,4.64,0.54,0.6,0.29,1.0,11,0,7,0,2,1
516,JunYong Park,Andre Muniz,5,1,1,32,177.8,185.42,185,1.0,7,3,4,2,0,4.53,0.5,1.1,1.83,0.5,21,33,185.42,198.12,185,0.0,7,4,0,2,2,1.97,0.5,1.2,4.23,0.5,18,1,4,0,3,0
517,Song Kenan,Kevin Jousset,4,1,1,33,182.88,180.34,170,1.0,5,0,1,3,0,4.57,0.47,0.0,0.43,0.33,17,30,187.96,190.5,170,1.0,1,1,1,0,0,8.23,0.55,0.8,1.51,0.66,1,1,2,3,0,0
518,HyunSung Park,Shannon Ross,0,1,1,28,170.18,167.64,125,1.0,3,2,3,0,0,4.15,0.44,2.6,1.54,0.27,5,34,167.64,167.64,125,1.0,0,0,0,3,3,5.96,0.39,0.0,0.0,0.0,4,0,0,1,0,0
519,Steve Garcia,Melquizael Costa,3,1,1,31,182.88,190.5,145,0.0,4,0,2,2,0,5.0,0.56,0.6,1.27,0.4,10,27,177.8,180.34,145,0.0,1,0,1,1,0,3.46,0.46,1.1,2.5,0.35,5,0,0,4,1,0
520,Luana Santos,Stephanie Egger,1,0,1,23,167.64,170.18,125,1.0,1,0,1,0,0,4.28,0.51,1.2,1.62,0.4,1,35,167.64,172.72,135,1.0,3,2,0,3,1,2.2,0.46,0.6,2.48,0.42,10,0,0,1,0,1
521,Tatsuro Taira,Carlos Hernandez,0,1,1,23,170.18,177.8,125,1.0,4,2,4,0,0,3.56,0.65,2.1,2.35,0.47,9,30,172.72,170.18,125,1.0,3,0,1,1,0,4.11,0.46,0.2,1.08,0.17,10,0,2,0,3,0
522,Rayanne dos Santos,Talita Alencar,0,0,1,28,157.48,157.48,115,1.0,0,0,0,1,1,4.36,0.43,0.0,0.33,0.12,3,33,154.94,147.32,115,1.0,0,0,0,0,0,2.49,0.28,0.0,2.0,0.13,3,1,0,0,0,0
523,Beneil Dariush,Arman Tsarukyan,3,1,0,34,177.8,182.88,155,0.0,16,5,0,5,1,3.78,0.48,0.9,1.9,0.34,46,27,170.18,182.88,155,1.0,7,0,2,2,0,3.79,0.48,0.0,3.25,0.37,26,1,8,3,4,3
524,Jalin Turner,King Green,3,1,1,28,190.5,195.58,155,0.0,7,3,0,4,2,5.6,0.48,1.1,0.79,0.55,20,37,177.8,180.34,155,1.0,16,4,2,11,0,6.43,0.53,0.3,1.23,0.39,71,0,0,4,9,3
525,Rob Font,Deiveson Figueiredo,1,1,1,36,172.72,180.34,135,1.0,10,1,0,6,1,5.53,0.45,0.3,0.89,0.35,43,35,165.1,172.72,135,1.0,10,3,0,3,1,3.01,0.55,1.6,1.68,0.35,36,1,3,6,3,4
526,Sean Brady,Kelvin Gastelum,4,1,1,31,177.8,182.88,170,1.0,5,2,0,1,1,3.77,0.53,1.2,3.29,0.57,16,32,175.26,180.34,170,0.0,12,2,1,8,0,3.74,0.42,0.1,1.1,0.34,60,0,3,0,7,3
527,Clay Guida,Joaquim Silva,3,1,1,41,170.18,177.8,155,1.0,20,5,0,18,1,2.64,0.33,0.6,3.13,0.36,102,34,172.72,175.26,155,0.0,5,0,0,4,1,3.66,0.43,0.8,0.39,0.5,21,1,13,2,2,3
528,Punahele Soriano,Dustin Stoltzfus,5,1,1,31,180.34,182.88,170,0.0,4,0,0,3,1,4.89,0.53,0.0,1.48,0.56,15,32,182.88,190.5,185,1.0,2,0,0,4,1,3.51,0.44,1.0,2.45,0.41,14,1,1,3,1,1
529,Miesha Tate,Julia Avila,1,0,1,37,167.64,165.1,135,1.0,12,4,0,8,2,2.62,0.45,1.3,2.02,0.31,59,35,170.18,172.72,135,1.0,3,1,1,1,0,2.59,0.43,0.3,0.54,0.33,10,0,7,1,1,1
530,Zachary Reese,Cody Brundage,5,1,1,29,193.04,195.58,185,1.0,1,1,1,0,0,5.06,0.59,2.5,4.08,0.55,1,29,182.88,182.88,185,1.0,3,1,1,5,0,1.62,0.54,0.9,2.31,0.5,13,1,0,0,0,1
531,Drakkar Klose,Joe Solecki,3,1,1,35,175.26,177.8,155,1.0,7,0,2,2,0,4.37,0.55,0.0,1.58,0.26,25,30,175.26,177.8,155,1.0,6,3,2,1,0,1.98,0.56,1.4,2.23,0.46,16,0,6,1,3,0
532,Rodolfo Bellato,Ihor Potieria,6,1,1,27,190.5,195.58,205,1.0,1,0,1,1,0,6.47,0.61,0.5,1.09,0.25,4,27,190.5,190.5,185,0.0,2,0,0,2,1,5.13,0.5,0.0,0.0,0.0,5,0,0,1,0,2
533,Wellington Turman,Jared Gooden,4,1,1,27,182.88,182.88,170,1.0,3,1,0,5,2,3.23,0.51,0.8,1.55,0.2,19,29,182.88,195.58,170,1.0,1,0,0,4,2,5.08,0.49,0.2,0.67,1.0,13,1,2,0,0,1
534,Veronica Hardy,Jamey-Lyn Horth,0,0,1,28,162.56,162.56,125,0.0,2,1,1,4,0,3.13,0.45,0.3,1.08,0.41,15,33,170.18,167.64,125,1.0,1,0,1,0,0,3.97,0.62,0.0,0.5,0.25,3,0,1,0,1,0
535,Brendan Allen,Paul Craig,5,1,0,27,187.96,190.5,185,1.0,11,7,5,2,0,3.98,0.53,1.4,1.74,0.47,25,35,190.5,193.04,185,1.0,9,6,1,6,0,2.45,0.46,1.6,1.68,0.2,29,0,3,1,0,3
536,Michael Morales,Jake Matthews,4,1,1,24,182.88,200.66,170,1.0,4,0,4,0,0,5.42,0.48,0.0,1.16,0.41,10,29,180.34,185.42,170,1.0,12,5,1,6,0,3.38,0.44,0.6,1.56,0.41,44,0,2,2,5,2
537,Chase Hooper,Jordan Leavitt,3,1,1,24,185.42,187.96,155,0.0,5,1,1,3,0,5.08,0.52,2.3,1.45,0.24,20,28,175.26,180.34,155,0.0,5,2,1,2,0,2.55,0.61,1.1,2.19,0.25,13,0,2,2,1,2
538,Payton Talbott,Nick Aguirre,1,1,1,25,177.8,177.8,135,1.0,1,0,1,0,0,8.38,0.55,0.5,0.0,0.0,3,27,175.26,187.96,135,0.0,0,0,0,1,1,0.73,0.33,0.6,1.16,0.2,3,0,1,0,0,0
539,Luana Pinheiro,Amanda Ribas,0,0,1,31,157.48,157.48,115,1.0,4,0,4,0,0,3.57,0.4,0.2,2.24,0.33,8,30,160.02,167.64,125,1.0,6,2,0,3,1,4.63,0.4,0.7,2.07,0.51,22,1,2,1,4,0
540,Uros Medic,Myktybek Orolbai,4,1,1,30,185.42,180.34,170,0.0,4,0,2,1,0,5.51,0.6,0.0,0.38,0.5,8,25,177.8,187.96,155,1.0,0,0,0,0,0,3.02,0.52,0.6,7.44,0.44,0,1,0,4,0,0
541,Jonathan Pearce,Joanderson Brito,2,1,1,31,182.88,180.34,145,1.0,6,1,5,1,0,5.32,0.54,0.8,5.24,0.5,16,28,172.72,182.88,145,1.0,4,1,3,1,0,3.35,0.51,0.6,3.11,0.76,9,1,2,3,1,2
542,Chad Anheliger,Jose Johnson,1,1,1,36,167.64,162.56,135,1.0,2,0,0,1,1,3.6,0.45,0.6,0.82,0.3,9,28,182.88,180.34,125,1.0,1,0,0,2,1,2.22,0.57,0.7,0.71,0.6,7,1,1,1,1,0
543,Christian Leroy Duncan,Denis Tiuliulin,5,1,1,28,187.96,200.66,185,1.0,1,0,0,1,1,4.71,0.62,0.0,0.31,0.14,4,35,185.42,195.58,185,1.0,1,0,0,3,2,3.61,0.41,0.0,0.96,0.42,6,0,0,1,0,1
544,Mick Parkin,Caio Machado,7,1,1,28,193.04,200.66,265,1.0,2,1,2,0,0,4.91,0.52,0.3,1.49,0.41,4,29,193.04,198.12,250,0.0,1,0,1,0,0,6.07,0.58,0.0,0.0,0.0,3,0,1,0,1,0
545,Jeka Saragih,Lucas Alexander,2,1,1,28,172.72,175.26,145,1.0,2,0,0,1,1,2.73,0.5,0.6,2.21,0.8,6,28,180.34,185.42,145,1.0,1,0,1,1,0,5.23,0.55,0.0,0.0,0.0,4,0,0,2,1,0
546,Lucie Pudilova,Ailin Perez,1,0,1,29,172.72,170.18,125,1.0,3,0,0,6,1,3.6,0.37,0.6,0.7,0.31,25,29,165.1,167.64,135,1.0,1,0,1,1,0,2.91,0.58,0.0,5.19,0.51,5,1,2,1,1,0
547,Charles Johnson,Rafael Estevam,0,1,1,32,175.26,177.8,125,1.0,2,0,0,3,2,4.83,0.51,0.5,0.38,0.2,13,27,172.72,175.26,125,1.0,1,0,1,0,0,2.94,0.64,0.7,3.35,0.19,2,1,1,1,0,1
548,Jiri Prochazka,Alex Pereira,6,1,0,31,190.5,203.2,205,1.0,3,1,3,0,0,5.38,0.55,0.2,0.72,0.6,9,36,193.04,200.66,205,1.0,5,0,1,1,0,5.23,0.63,0.3,0.17,1.0,16,1,0,2,2,3
549,Sergei Pavlovich,Tom Aspinall,7,1,0,31,190.5,213.36,257,0.0,6,0,6,1,0,5.86,0.44,0.0,0.0,0.0,7,30,195.58,198.12,256,1.0,6,2,1,1,0,8.07,0.67,1.6,3.27,1.0,8,1,0,6,0,4
550,Jessica Andrade,Mackenzie Dern,0,0,1,32,154.94,157.48,125,1.0,15,3,0,10,3,6.62,0.5,0.3,2.37,0.55,52,30,162.56,160.02,115,1.0,8,4,1,3,0,3.43,0.39,1.2,0.88,0.16,31,0,7,5,4,0
551,Matt Frevola,Benoit Saint Denis,3,1,1,33,175.26,180.34,155,1.0,6,1,3,3,0,3.71,0.42,0.9,2.59,0.4,19,27,180.34,185.42,155,0.0,4,2,4,1,0,5.7,0.54,1.5,4.76,0.37,10,1,2,3,0,2
552,Diego Lopes,Pat Sabatini,2,1,1,28,180.34,182.88,145,1.0,1,1,1,2,0,3.24,0.55,3.7,0.33,0.25,7,33,172.72,177.8,145,1.0,5,2,1,1,0,2.02,0.59,1.9,3.73,0.42,13,0,0,0,3,0
553,Steve Erceg,Alessandro Costa,0,1,1,28,172.72,172.72,125,1.0,1,0,1,0,0,4.37,0.48,0.5,1.16,0.26,3,27,162.56,170.18,125,1.0,2,0,1,1,0,4.14,0.47,0.0,0.27,0.12,8,0,1,0,1,1
554,Tabatha Ricci,Loopy Godinez,0,0,1,28,154.94,154.94,115,1.0,4,1,4,1,0,4.63,0.38,0.1,2.99,0.38,13,30,157.48,154.94,115,1.0,6,2,3,3,0,4.16,0.48,1.0,2.95,0.47,24,1,3,0,4,0
555,Mateusz Rebecki,Roosevelt Roberts,3,1,1,31,170.18,167.64,155,0.0,3,1,3,0,0,4.69,0.48,1.0,4.12,0.75,6,29,187.96,185.42,155,1.0,5,3,0,3,2,3.05,0.44,0.9,1.39,0.29,19,0,1,1,2,0
556,Jared Gordon,Mark Madsen,3,1,1,35,175.26,172.72,155,1.0,7,0,0,5,1,5.75,0.55,0.0,1.78,0.31,32,39,172.72,182.88,155,1.0,4,0,0,1,1,3.56,0.49,0.0,2.86,0.66,13,0,6,1,3,1
557,John Castaneda,Kyung Ho Kang,2,1,1,31,167.64,180.34,135,1.0,4,1,1,2,0,4.67,0.5,0.1,1.79,0.35,15,36,175.26,185.42,135,1.0,8,4,2,3,0,3.13,0.47,0.8,1.97,0.5,30,0,2,1,4,0
558,Joshua Van,Kevin Borjas,0,1,1,22,165.1,165.1,125,1.0,1,0,1,0,0,8.55,0.52,0.0,1.2,0.5,3,25,165.1,172.72,125,1.0,1,0,1,0,0,4.92,0.4,0.0,0.0,0.0,3,0,1,0,1,0
559,Dennis Buzukja,Jamall Emmers,2,1,1,26,175.26,177.8,145,1.0,1,0,0,2,1,4.21,0.43,0.2,0.63,0.27,9,34,177.8,187.96,145,1.0,2,0,0,4,1,5.3,0.48,0.2,1.83,0.4,15,1,1,0,2,0
560,Jailton Almeida,Derrick Lewis,7,1,0,32,190.5,200.66,205,1.0,6,4,6,0,0,2.46,0.64,2.6,6.85,0.59,8,38,190.5,200.66,260,1.0,18,0,1,9,0,2.48,0.5,0.0,0.57,0.26,57,0,0,2,4,14
561,Gabriel Bonfim,Nicolas Dalby,4,1,1,26,185.42,182.88,170,1.0,3,3,3,0,0,5.78,0.42,1.9,2.92,0.75,3,38,180.34,187.96,170,1.0,6,0,3,3,0,4.06,0.43,0.1,1.01,0.27,31,1,0,0,6,0
